pdf,text
"Ray, Chapter 1_ THE LAND AS HISTORY BOOK .pdf","immigrants
 
from
 
the
 
woodlands,
 
still
 
relished
 
moose
 
meat.
 
In
 
addition,
 
Plains
 
hunters
 
preyed
 
on
 
the
 
packs
 
of
 
wolves
 
that
 
stalked
 
the
 
buffalo
 
herds,
 
and
 
pursued
 
a
 
variety
 
of
 
other
 
fur-bearing
 
animals—notably
 
beavers
 
and
 
muskrats—in
 
the
 
aspen
 
woods
 
bordering
 
the
 
rivers
 
and
 
countless
 
lakes
 
that
 
dot
 
the
 
prairie
 
landscape.
 
During
 
the
 
spring
 
and
 
autumn,
 
migrating
 
waterfowl
 
provided"
"Ray, Chapter 1_ THE LAND AS HISTORY BOOK .pdf","autumn,
 
migrating
 
waterfowl
 
provided
 
another
 
alternative
 
food
 
source.
 
 
For
 
some
 
Plains
 
groups,
 
fishing
 
was
 
a
 
very
 
important
 
food
 
source
 
in
 
the
 
spring
 
and
 
fall.
 
The
 
Assiniboine
 
and
 
Cree
 
built
 
weirs
 
on
 
the
 
Assiniboine
 
and
 
Red
 
rivers
 
in
 
the
 
spring
 
to
 
catch
 
sturgeon.
 
In
 
marked
 
contrast,
 
the
 
Siksika
 
people
 
refused
 
to
 
eat
 
fish.
 
 
 
FISHERS
 
OF
 
THE
 
PACIFIC
 
SLOPE
 
 
The
 
Pacific-slope"
"Ray, Chapter 1_ THE LAND AS HISTORY BOOK .pdf","THE
 
PACIFIC
 
SLOPE
 
 
The
 
Pacific-slope
 
people
 
were
 
the
 
premier
 
fishers
 
of
 
Native
 
Canada.
 
They
 
enjoyed
 
eating
 
and
 
trading
 
fish,
 
particularly
 
salmon.
 
Of
 
the
 
five
 
species
 
of
 
this
 
fish,
 
one
 
or
 
more
 
made
 
spawning
 
runs
 
through
 
the
 
territory
 
of
 
every
 
nation
 
living
 
west
 
of
 
the
 
Continental
 
Divide.
 
Most
 
salmon
 
species
 
are
 
found
 
in
 
abundance
 
along
 
the
 
lower
 
sections
 
of
 
the
 
rivers
 
near"
"Ray, Chapter 1_ THE LAND AS HISTORY BOOK .pdf","lower
 
sections
 
of
 
the
 
rivers
 
near
 
the
 
coast,
 
but
 
only
 
the
 
crimson-fleshed
 
sockeye
 
swim
 
great
 
distances
 
inland
 
up
 
the
 
mighty
 
Fraser
 
and
 
Skeena
 
rivers
 
and
 
their
 
tributaries.
 
Coastal
 
people,
 
then,
 
could
 
almost
 
always
 
harvest
 
salmon—and
 
other
 
seafood—but
 
groups
 
living
 
far
 
inland
 
were
 
at
 
the
 
mercy
 
of
 
the
 
sockeye
 
runs.
 
Salmon
 
have
 
marked
 
cyclical
 
population
 
fluctuations;
 
the
 
Fraser"
"Ray, Chapter 1_ THE LAND AS HISTORY BOOK .pdf","population
 
fluctuations;
 
the
 
Fraser
 
River
 
sockeye,
 
for
 
example,
 
has
 
a
 
fouryear
 
cycle.
 
At
 
the
 
height
 
of
 
the
 
cycle,
 
the
 
rivers
 
teem
 
with
 
the
 
fish,
 
but
 
at
 
its
 
low
 
ebb
 
the
 
inland
 
groups
 
often
 
could
 
not
 
catch
 
enough
 
for
 
their
 
needs.
 
In
 
narrow
 
canyons,
 
landslides
 
added
 
to
 
the
 
uncertainty
 
of
 
the
 
upriver
 
fishery
 
by
 
destroying
 
fishing
 
stations
 
and
 
spawning
 
beds.
 
For
 
these
 
reasons,"
"Ray, Chapter 1_ THE LAND AS HISTORY BOOK .pdf","and
 
spawning
 
beds.
 
For
 
these
 
reasons,
 
inland
 
groups
 
relied
 
more
 
heavily
 
on
 
hunting.
 
 
The
 
genius
 
of
 
the
 
West
 
Coast
 
Native
 
economies
 
was
 
the
 
development
 
of
 
a
 
sophisticated
 
salmon-fishing
 
technology;
 
it
 
included
 
spear
 
fishing,
 
trolling
 
with
 
hook
 
and
 
line,
 
and
 
the
 
use
 
of
 
an
 
impressive
 
array
 
of
 
stationary
 
nets,
 
fish
 
weirs,
 
and
 
various
 
traps,
 
which
 
were
 
custom-made
 
for
 
each
 
fishing"
"Ray, Chapter 1_ THE LAND AS HISTORY BOOK .pdf","were
 
custom-made
 
for
 
each
 
fishing
 
site
 
and
 
often
 
formed
 
multi-purpose
 
fishing
 
facilities.
 
Along
 
and
 
near
 
the
 
coast,
 
and
 
inland
 
in
 
narrow
 
or
 
shallow
 
rivers
 
and
 
creeks,
 
they
 
relied
 
heavily
 
on
 
hooks
 
and
 
lines,
 
nets,
 
stone
 
and
 
basket
 
traps,
 
and
 
weirs;
 
in
 
the
 
narrower
 
canyons
 
and
 
at
 
waterfalls,
 
they
 
used
 
longhandled
 
gaff
 
hooks,
 
dip
 
nets,
 
spears,
 
and
 
large
 
basket-trap
 
complexes."
"Ray, Chapter 1_ THE LAND AS HISTORY BOOK .pdf","and
 
large
 
basket-trap
 
complexes.
 
Even
 
coastal
 
groups
 
took
 
most
 
of
 
their
 
salmon
 
in
 
rivers
 
and
 
creeks.
 
Although
 
fishing
 
in
 
the
 
raging
 
waters
 
of
 
narrow
 
canyons
 
was
 
very
 
risky,
 
it
 
was
 
generally
 
much
 
less
 
hazardous
 
than
 
fishing
 
on
 
the
 
sea.
 
 
A
 
few
 
weeks
 
of
 
concerted
 
effort
 
usually
 
enabled
 
coastal
 
groups
 
to
 
catch
 
enough
 
fish
 
to
 
satisfy
 
most
 
of
 
their
 
annual
 
consumption
 
and
 
trade"
"Ray, Chapter 1_ THE LAND AS HISTORY BOOK .pdf","of
 
their
 
annual
 
consumption
 
and
 
trade
 
requirements.
 
The
 
processing
 
and
 
storage
 
techniques
 
they
 
had
 
developed
 
to
 
stockpile
 
their
 
harvests
 
made
 
this
 
possible.
 
Women,
 
working
 
in
 
groups,
 
filleted
 
the
 
salmon
 
(mostly
 
caught
 
by
 
the
 
men),
 
smoked
 
or
 
dried
 
the
 
fillets,
 
then
 
stored
 
them
 
in
 
various
 
containers
 
and
 
above-ground
 
caches.
 
They
 
also
 
processed
 
the
 
oil
 
and
 
made
 
fish
 
eggs
 
into
 
stew"
"Ray, Chapter 1_ THE LAND AS HISTORY BOOK .pdf","oil
 
and
 
made
 
fish
 
eggs
 
into
 
stew
 
or
 
dried
 
cakes
 
for
 
local
 
consumption
 
and
 
trade.
 
 
Eulachon,
 
which
 
runs
 
in
 
the
 
spring,
 
was
 
another
 
important
 
fish
 
to
 
West
 
Coast
 
people.
 
The
 
Nass
 
River
 
became
 
the
 
unrivalled
 
centre
 
of
 
this
 
fishery.
 
Native
 
people
 
prized
 
the
 
eulachon
 
for
 
its
 
rich
 
oil.
 
Because
 
the
 
dried-salmon
 
diet
 
of
 
the
 
winter
 
and
 
spring
 
was
 
very
 
low
 
in
 
fat,
 
oil
 
provided"
"Ray, Chapter 1_ THE LAND AS HISTORY BOOK .pdf","was
 
very
 
low
 
in
 
fat,
 
oil
 
provided
 
a
 
much-needed
 
dietary
 
supplement.
 
The
 
Nisga’a
 
developed
 
what
 
amounted
 
to
 
a
 
processing
 
industry
 
for
 
eulachon
 
oil.
 
They
 
packaged
 
the
 
oil
 
so
 
that
 
it
 
could
 
be
 
carried
 
long
 
distances
 
inland
 
over
 
an
 
intricate
 
network
 
of
 
trading
 
routes,
 
which
 
came
 
to
 
be
 
known
 
as
 
the
 
“grease
 
trails.”
 
 
 
Halibut,
 
shellfish,
 
herring
 
and
 
salmon
 
roe,
 
sea-bird
 
eggs,"
"Ray, Chapter 1_ THE LAND AS HISTORY BOOK .pdf","and
 
salmon
 
roe,
 
sea-bird
 
eggs,
 
seaweed,
 
and
 
marine
 
mammals—seals,
 
sea
 
otters,
 
and
 
whales—also
 
figured
 
prominently
 
in
 
the
 
coastal
 
economy.
 
To
 
harvest
 
these
 
and
 
other
 
resources
 
of
 
the
 
ocean,
 
groups
 
like
 
the
 
Tsimshian,
 
Haida,
 
and
 
Nuu
 
chah
 
nulth
 
built
 
impressive
 
sea-going
 
dugout
 
canoes
 
with
 
decorated
 
cedar-plank
 
prows.
 
Working
 
with
 
bone,
 
stone,
 
and
 
hardwood
 
axes,
 
chisels,
 
and
 
wedges,"
"Ray, Chapter 1_ THE LAND AS HISTORY BOOK .pdf","hardwood
 
axes,
 
chisels,
 
and
 
wedges,
 
the
 
men
 
built
 
thirty-five-
 
to
 
seventy-five-foot-long
 
canoes
 
that
 
could
 
carry
 
crews
 
of
 
up
 
to
 
fifty
 
paddlers
 
over
 
great
 
distances.
 
They
 
also
 
custombuilt
 
smaller
 
shallow-draft
 
canoes
 
for
 
river
 
travel.
 
The
 
Haida
 
were
 
particularly
 
famous
 
for
 
their
 
canoe
 
construction
 
skills.
 
Coastal
 
groups
 
did
 
some
 
hunting,
 
but
 
the
 
dense
 
rain
 
forests
 
of
 
their
 
lands"
"Ray, Chapter 1_ THE LAND AS HISTORY BOOK .pdf","dense
 
rain
 
forests
 
of
 
their
 
lands
 
offered
 
poor
 
prospects.
 
Upriver
 
people
 
were
 
better
 
situated
 
for
 
this
 
activity,
 
and
 
accordingly,
 
they
 
devoted
 
more
 
time
 
to
 
it.
 
The
 
Gitxsan
 
hunted
 
bears
 
and
 
mountain
 
goats,
 
which
 
they
 
prized
 
for
 
wool
 
and
 
horns.
 
They
 
also
 
trapped
 
a
 
variety
 
of
 
fur-bearing
 
animals,
 
particularly
 
groundhogs.
 
Their
 
neighbours,
 
the
 
Wet’suwet’en
 
and
 
Babine,
 
placed
 
a
 
premium"
"Ray, Chapter 1_ THE LAND AS HISTORY BOOK .pdf","and
 
Babine,
 
placed
 
a
 
premium
 
on
 
beavers,
 
which
 
they
 
treasured
 
as
 
ceremonial
 
food.
 
 
As
 
in
 
all
 
other
 
regions
 
of
 
Native
 
Canada,
 
women
 
collected
 
and
 
processed
 
an
 
assortment
 
of
 
berries
 
and
 
other
 
plants
 
for
 
food
 
and
 
fibre.
 
Huckleberry
 
cakes
 
were
 
a
 
favourite
 
food
 
and
 
an
 
important
 
article
 
of
 
commerce.
 
Women
 
made
 
them
 
by
 
crushing
 
the
 
berries
 
in
 
a
 
cedar
 
box
 
and
 
boiling
 
them
 
over"
"Ray, Chapter 1_ THE LAND AS HISTORY BOOK .pdf","a
 
cedar
 
box
 
and
 
boiling
 
them
 
over
 
red-hot
 
rocks.
 
They
 
spread
 
the
 
cooked
 
huckleberries
 
on
 
a
 
bed
 
of
 
skunk-cabbage
 
leaves
 
arranged
 
over
 
a
 
drying
 
rack.
 
Using
 
a
 
low-burning
 
fire
 
located
 
under
 
the
 
rack,
 
the
 
women
 
dried
 
the
 
berry
 
“cakes,”
 
rolled
 
them
 
into
 
tubes,
 
and
 
hung
 
them
 
in
 
a
 
warm
 
place
 
to
 
finish
 
drying.
 
Afterwards,
 
they
 
flattened
 
and
 
chopped
 
the
 
tubes
 
and
 
packed
 
them"
"Ray, Chapter 1_ THE LAND AS HISTORY BOOK .pdf","chopped
 
the
 
tubes
 
and
 
packed
 
them
 
into
 
cedar
 
boxes
 
for
 
storage
 
or
 
trade.
 
 
Coastal
 
women
 
also
 
collected
 
a
 
variety
 
of
 
bark
 
(especially
 
cedar
 
bark),
 
spruce
 
root,
 
nettle,
 
and
 
sea
 
grasses
 
for
 
making
 
fishnets,
 
baskets,
 
and
 
numerous
 
other
 
items.
 
They
 
were
 
the
 
only
 
weavers
 
in
 
Native
 
Canada.
 
The
 
Chilkat
 
blanket,
 
a
 
patterned
 
blanket
 
that
 
combined
 
plant
 
fibres
 
and
 
mountain-goat
 
wool,"
"Ray, Chapter 1_ THE LAND AS HISTORY BOOK .pdf","plant
 
fibres
 
and
 
mountain-goat
 
wool,
 
was
 
the
 
finest
 
example
 
of
 
their
 
work.
 
They
 
also
 
made
 
waterproof
 
basket
 
hats,
 
outer
 
wear,
 
and
 
basket
 
traps
 
for
 
fishing.
 
As
 
in
 
other
 
regions,
 
the
 
women
 
tailored
 
warm
 
winter
 
clothing
 
from
 
hides
 
and
 
fur
 
pelts.
 
The
 
luxurious
 
sea-otter
 
cloak
 
was
 
the
 
most
 
valuable
 
of
 
these
 
garments,
 
worn
 
only
 
by
 
people
 
of
 
high
 
social
 
rank.
 
 
In
 
addition
 
to"
"Ray, Chapter 1_ THE LAND AS HISTORY BOOK .pdf","high
 
social
 
rank.
 
 
In
 
addition
 
to
 
building
 
impressive
 
dugout
 
canoes,
 
West
 
Coast
 
men
 
constructed
 
the
 
largest
 
houses
 
in
 
Native
 
Canada.
 
These
 
dwellings,
 
which
 
were
 
some
 
times
 
highly
 
decorated,
 
featured
 
massive
 
cedar
 
supports
 
covered
 
by
 
cedar
 
planks.
 
The
 
planks
 
were
 
often
 
detachable
 
because
 
most
 
families
 
maintained
 
several
 
fishing,
 
hunting,
 
and
 
berrying
 
camps
 
as
 
well
 
as
 
a
 
principal"
"Ray, Chapter 1_ THE LAND AS HISTORY BOOK .pdf","camps
 
as
 
well
 
as
 
a
 
principal
 
winter
 
residence.
 
When
 
they
 
moved
 
from
 
one
 
settlement
 
to
 
another,
 
they
 
often
 
transported
 
the
 
planks
 
to
 
place
 
over
 
the
 
permanent
 
ridge
 
poles
 
left
 
in
 
each
 
camp.
 
The
 
carved
 
bentwood
 
cedar
 
box
 
was
 
the
 
most
 
important
 
piece
 
of
 
household
 
furniture
 
made
 
by
 
the
 
men.
 
The
 
sides
 
were
 
fashioned
 
from
 
a
 
single
 
cedar
 
board,
 
which
 
was
 
steamed,
 
bent
 
into
 
a"
"Ray, Chapter 1_ THE LAND AS HISTORY BOOK .pdf","which
 
was
 
steamed,
 
bent
 
into
 
a
 
rectangular
 
shape,
 
and
 
joined
 
at
 
one
 
corner.
 
These
 
boxes
 
served
 
as
 
chairs
 
and
 
as
 
storage
 
for
 
possessions.
 
Other
 
versions,
 
often
 
with
 
dividers
 
inside,
 
were
 
used
 
as
 
food-storage
 
and
 
shipping
 
containers.
 
 
THE
 
POPULATION
 
QUESTION
 
 
Today
 
there
 
is
 
no
 
scholarly
 
consensus
 
on
 
how
 
many
 
people
 
the
 
regional
 
economies
 
supported
 
in
 
Native
 
Canada,
 
or
 
elsewhere"
"Ray, Chapter 1_ THE LAND AS HISTORY BOOK .pdf","in
 
Native
 
Canada,
 
or
 
elsewhere
 
in
 
the
 
Americas,
 
for
 
that
 
matter,
 
before
 
diseases
 
introduced
 
by
 
Europeans
 
swept
 
the
 
land
 
with
 
devastating
 
effect—often
 
preceding
 
the
 
newcomers’
 
arrival
 
in
 
a
 
particular
 
locale.
 
Early
 
in
 
this
 
century,
 
most
 
anthropologists,
 
including
 
Diamond
 
Jenness,
 
who
 
wrote
 
the
 
1932
 
classic,
 
The
 
Indians
 
of
 
Canada,
 
concluded
 
that
 
pre-contact
 
population-growth
 
rates
 
must"
"Ray, Chapter 1_ THE LAND AS HISTORY BOOK .pdf","pre-contact
 
population-growth
 
rates
 
must
 
have
 
been
 
very
 
low
 
in
 
most
 
areas
 
because
 
Aboriginal
 
groups
 
lived
 
a
 
precarious
 
migratory
 
existence,
 
with
 
accidents,
 
frequent
 
famines,
 
and
 
conflicts
 
within
 
and
 
between
 
nations
 
causing
 
high
 
mortality
 
and
 
low
 
fertility
 
rates.
 
Jenness
 
speculated
 
that
 
pre-contact
 
infant
 
mortality
 
rates
 
had
 
always
 
been
 
high
 
“partly
 
through
 
ignorance
 
of
 
some
 
of
 
the
 
most"
"Ray, Chapter 1_ THE LAND AS HISTORY BOOK .pdf","ignorance
 
of
 
some
 
of
 
the
 
most
 
elementary
 
principles
 
in
 
child
 
welfare.”
 
These
 
assumptions
 
were
 
plainly
 
wrong,
 
having
 
been
 
made
 
at
 
a
 
time
 
when
 
the
 
surviving
 
Native
 
cultures
 
led
 
a
 
marginalized
 
existence,
 
which
 
was
 
itself
 
largely
 
responsible
 
for
 
the
 
living
 
conditions
 
Jenness
 
described.
 
Also,
 
it
 
was
 
a
 
time
 
when
 
cultural-evolution
 
models
 
were
 
popular
 
among
 
anthropologists.
 
These
 
schemes"
"Ray, Chapter 1_ THE LAND AS HISTORY BOOK .pdf","among
 
anthropologists.
 
These
 
schemes
 
placed
 
the
 
hunters
 
and
 
gatherers
 
of
 
the
 
world
 
on
 
the
 
low
 
end
 
of
 
the
 
cultural-evolutionary
 
scale
 
and
 
postulated
 
that
 
the
 
people
 
existed
 
on
 
the
 
edge
 
of
 
starvation.
 
 
We
 
now
 
know
 
that
 
fishers,
 
hunters,
 
and
 
gatherers
 
in
 
general,
 
and
 
many
 
Native
 
Canadian
 
societies
 
in
 
particular,
 
obtained
 
stable
 
supplies
 
of
 
food
 
with
 
far
 
less
 
effort
 
and
 
much
 
more"
"Ray, Chapter 1_ THE LAND AS HISTORY BOOK .pdf","with
 
far
 
less
 
effort
 
and
 
much
 
more
 
ingenuity
 
than
 
was
 
previously
 
supposed.
 
In
 
fact,
 
some
 
anthropologists
 
suggest
 
that
 
these
 
were
 
the
 
original
 
affluent
 
societies
 
because
 
people
 
spent
 
remarkably
 
little
 
time
 
working
 
to
 
meet
 
basic
 
requirements.
 
This
 
new
 
perspective
 
does
 
not
 
deny
 
that
 
starvation
 
occurred
 
but
 
suggests
 
that
 
famines
 
were
 
probably
 
no
 
more
 
frequent
 
among
 
hunters,
 
fishers,
 
and"
"Ray, Chapter 1_ THE LAND AS HISTORY BOOK .pdf","frequent
 
among
 
hunters,
 
fishers,
 
and
 
gatherers
 
than
 
among
 
farmers.
 
There
 
is
 
no
 
reason
 
to
 
infer
 
that
 
the
 
economic
 
orientation
 
of
 
Indigenous
 
societies
 
severely
 
limited
 
population
 
growth
 
or
 
that
 
warfare
 
caused
 
a
 
chronic
 
drain
 
on
 
population
 
numbers.
 
 
More
 
recently,
 
it
 
has
 
become
 
clear
 
that
 
the
 
low
 
population
 
densities
 
of
 
many
 
of
 
the
 
Aboriginal
 
hunters
 
and
 
gatherers
 
in
 
Canada,
 
and"
"Ray, Chapter 1_ THE LAND AS HISTORY BOOK .pdf","hunters
 
and
 
gatherers
 
in
 
Canada,
 
and
 
elsewhere
 
around
 
the
 
world
 
at
 
the
 
beginning
 
of
 
this
 
century,
 
were
 
the
 
result
 
of
 
repeated
 
epidemics
 
and
 
protracted
 
neglect
 
at
 
the
 
hands
 
of
 
colonial
 
societies.
 
Earlier
 
historical
 
demographic
 
projections
 
based
 
on
 
these
 
groups
 
are
 
now
 
considered
 
suspect
 
by
 
many
 
scholars.
 
Today,
 
the
 
tendency
 
is
 
to
 
revise
 
pre-contact
 
population
 
estimates
 
for
 
the
 
whole"
"Ray, Chapter 1_ THE LAND AS HISTORY BOOK .pdf","population
 
estimates
 
for
 
the
 
whole
 
of
 
the
 
Americas
 
upwards
 
from
 
those
 
made
 
at
 
the
 
turn
 
of
 
the
 
twentieth
 
century.
 
Scholars
 
are
 
deeply
 
divided
 
among
 
themselves,
 
however,
 
about
 
the
 
extent
 
of
 
the
 
revisions
 
that
 
ought
 
to
 
be
 
made.
 
The
 
so-called
 
high
 
counters
 
suggest
 
an
 
increase
 
of
 
twelve-fold
 
or
 
more
 
is
 
in
 
order,
 
which
 
would
 
indicate
 
a
 
Canadian
 
pre-contact
 
population
 
of
 
well
 
over"
"Ray, Chapter 1_ THE LAND AS HISTORY BOOK .pdf","pre-contact
 
population
 
of
 
well
 
over
 
one
 
million
 
people.
 
Other
 
scholars
 
reject
 
these
 
new
 
estimates.
 
In
 
spite
 
of
 
the
 
debate,
 
many
 
scholars
 
do
 
agree
 
that
 
on
 
the
 
eve
 
of
 
contact
 
Canada’s
 
Native
 
people
 
were
 
concentrated,
 
in
 
order
 
of
 
density,
 
in
 
the
 
Pacific
 
slope
 
(150,000–200,000),
 
the
 
eastern
 
Great
 
Lakes
 
and
 
St
 
Lawrence
 
valley
 
(100,000–
 
150,000),
 
and
 
the
 
grassland-parkland
 
areas
 
of"
"Ray, Chapter 1_ THE LAND AS HISTORY BOOK .pdf","and
 
the
 
grassland-parkland
 
areas
 
of
 
the
 
Western
 
Interior
 
(50,000–
 
100,000).
 
Perhaps
 
fewer
 
than
 
100,000
 
lived
 
elsewhere.
 
This
 
suggests
 
that,
 
at
 
most,
 
slightly
 
more
 
than
 
500,000
 
people
 
occupied
 
the
 
land
 
when
 
Europeans
 
arrived
 
at
 
the
 
end
 
of
 
the
 
fifteenth
 
century
 
to
 
transform
 
their
 
lives."
Ray Chapter 6 TRADE AND WAR IN THE WESTERN INTERIOR.pdf,"Chapter
 
6
 
TRADE
 
AND
 
WAR
 
IN
 
THE
 
WESTERN
 
INTERIOR
 
You
 
told
 
me
 
last
 
year
 
to
 
bring
 
many
 
Indians,
 
you
 
see
 
I
 
have
 
not
 
lied,
 
here
 
are
 
a
 
great
 
many
 
young
 
men
 
come
 
with
 
me;
 
use
 
them
 
kindly.…
 
Let
 
them
 
trade
 
good
 
goods.…
 
Let
 
the
 
young
 
men
 
have
 
more
 
than
 
measure:
 
roll
 
tobacco
 
cheap,
 
kettles
 
thick.…
 
[G]ive
 
us
 
good
 
measure
 
in
 
cloth,
 
let
 
us
 
see
 
the
 
old
 
measure:
 
do
 
you
 
mind"
Ray Chapter 6 TRADE AND WAR IN THE WESTERN INTERIOR.pdf,"see
 
the
 
old
 
measure:
 
do
 
you
 
mind
 
me,
 
the
 
young
 
men
 
love
 
you
 
by
 
coming
 
to
 
see
 
you.
 
—Trading
 
captain’s
 
speech,
 
James
 
Isham’s
 
Observations
 
on
 
Hudson
 
Bay,
 
1743
 
By
 
the
 
middle
 
of
 
the
 
eighteenth
 
century,
 
Native
 
people
 
had
 
carried
 
the
 
fur
 
trade
 
northwest
 
as
 
far
 
as
 
the
 
Athabasca
 
River
 
and
 
Peace
 
River
 
country.
 
As
 
French
 
explorers
 
and
 
traders
 
followed
 
them,
 
a
 
multiracial
 
and"
Ray Chapter 6 TRADE AND WAR IN THE WESTERN INTERIOR.pdf,"followed
 
them,
 
a
 
multiracial
 
and
 
multicultural
 
society
 
emerged
 
around
 
the
 
trading
 
posts
 
that
 
began
 
to
 
dot
 
the
 
landscape.
 
In
 
the
 
Subarctic,
 
the
 
expansion
 
of
 
the
 
fur
 
trade
 
unsettled
 
old
 
balances
 
of
 
power
 
between
 
nations,
 
leading
 
to
 
new
 
alliances,
 
conflict,
 
and
 
significant
 
population
 
movements.
 
Meanwhile,
 
on
 
the
 
prairies,
 
a
 
revolutionary
 
change
 
in
 
the
 
lives
 
of
 
the
 
Plains
 
nations
 
was"
Ray Chapter 6 TRADE AND WAR IN THE WESTERN INTERIOR.pdf,"the
 
lives
 
of
 
the
 
Plains
 
nations
 
was
 
in
 
its
 
early
 
stages.
 
 
 
THE
 
ERA
 
OF
 
THE
 
NORTHERN
 
TRADERS
 
 
While
 
the
 
Native
 
people
 
of
 
the
 
eastern
 
Great
 
Lakes
 
and
 
St
 
Lawrence
 
River
 
valley
 
struggled
 
to
 
cope
 
with
 
shifting
 
inter-nation
 
and
 
European
 
alliances,
 
the
 
Assiniboine,
 
Cree,
 
and
 
Ojibwa
 
strengthened
 
their
 
hold
 
on
 
the
 
northern
 
fur
 
trade.
 
The
 
Assiniboine,
 
who
 
lived
 
in
 
the
 
region"
Ray Chapter 6 TRADE AND WAR IN THE WESTERN INTERIOR.pdf,"Assiniboine,
 
who
 
lived
 
in
 
the
 
region
 
extending
 
from
 
Lake
 
of
 
the
 
Woods
 
to
 
the
 
forks
 
of
 
the
 
Saskatchewan
 
River,
 
were
 
at
 
war
 
with
 
their
 
Dakota
 
Sioux
 
enemies
 
to
 
the
 
south.
 
The
 
origin
 
of
 
the
 
enmity
 
between
 
the
 
Assiniboine,
 
who
 
were
 
Siouan
 
speakers,
 
and
 
their
 
former
 
Sioux
 
relatives
 
is
 
unrecorded,
 
having
 
occurred
 
sometime
 
during
 
the
 
pre-contact
 
era.
 
With
 
the
 
arrival
 
of
 
Hudson’s
 
Bay"
Ray Chapter 6 TRADE AND WAR IN THE WESTERN INTERIOR.pdf,"era.
 
With
 
the
 
arrival
 
of
 
Hudson’s
 
Bay
 
Company
 
traders,
 
the
 
Assiniboine
 
were
 
able
 
to
 
obtain
 
a
 
steady
 
supply
 
of
 
firearms
 
and
 
metal
 
weapons
 
to
 
use
 
in
 
their
 
ongoing
 
skirmishes.
 
Understandably,
 
they,
 
and
 
their
 
Cree
 
allies,
 
denied
 
the
 
Sioux
 
access
 
to
 
the
 
suppliers
 
of
 
this
 
weaponry.
 
French
 
expansion
 
into
 
their
 
territory,
 
however,
 
provided
 
the
 
Sioux
 
with
 
an
 
alternative
 
source
 
of
 
supply."
Ray Chapter 6 TRADE AND WAR IN THE WESTERN INTERIOR.pdf,"with
 
an
 
alternative
 
source
 
of
 
supply.
 
The
 
growing
 
intensity
 
of
 
the
 
warfare
 
between
 
these
 
two
 
enemies
 
made
 
it
 
unsafe
 
for
 
either
 
group
 
to
 
live
 
in
 
the
 
area
 
between
 
the
 
northwestern
 
shores
 
of
 
Lake
 
Superior
 
and
 
the
 
lower
 
Red
 
River.
 
Consequently,
 
the
 
Assiniboine
 
moved
 
off
 
in
 
a
 
northwesterly
 
direction,
 
and
 
by
 
about
 
1725,
 
they
 
had
 
deserted
 
the
 
southeastern
 
sections
 
of
 
their"
Ray Chapter 6 TRADE AND WAR IN THE WESTERN INTERIOR.pdf,"the
 
southeastern
 
sections
 
of
 
their
 
homeland.
 
Although
 
some
 
remained
 
in
 
the
 
woodlands,
 
most
 
groups
 
took
 
up
 
buffalo
 
hunting
 
in
 
the
 
parklands
 
and
 
grasslands.
 
 
During
 
this
 
period,
 
Cree
 
migrated
 
west
 
and
 
northwest
 
from
 
present-day
 
northern
 
Ontario
 
to
 
take
 
advantage
 
of
 
new
 
trading
 
opportunities
 
in
 
the
 
Nelson
 
River
 
drainage
 
area.
 
In
 
the
 
territory
 
between
 
the
 
Saskatchewan
 
River
 
and
 
the"
Ray Chapter 6 TRADE AND WAR IN THE WESTERN INTERIOR.pdf,"the
 
Saskatchewan
 
River
 
and
 
the
 
upper
 
Churchill
 
River,
 
they
 
moved
 
into
 
areas
 
already
 
occupied
 
by
 
other
 
Cree.
 
But
 
along
 
the
 
Churchill
 
River
 
and
 
in
 
the
 
lands
 
immediately
 
to
 
the
 
northwest,
 
the
 
Cree
 
began
 
pushing
 
into
 
the
 
lands
 
of
 
the
 
Dene,
 
and
 
considerable
 
bloodshed
 
took
 
place.
 
In
 
the
 
middle
 
and
 
lower
 
Churchill
 
River
 
region,
 
it
 
was
 
the
 
Dene
 
who
 
took
 
the
 
brunt
 
of
 
their"
Ray Chapter 6 TRADE AND WAR IN THE WESTERN INTERIOR.pdf,"Dene
 
who
 
took
 
the
 
brunt
 
of
 
their
 
blows.
 
Far
 
to
 
the
 
northwest,
 
the
 
Dunne-za,
 
who
 
lived
 
along
 
the
 
Athabasca
 
and
 
lower
 
Peace
 
rivers,
 
also
 
suffered
 
from
 
the
 
Cree
 
advance.
 
They
 
took
 
flight
 
westward
 
up
 
the
 
Peace
 
River,
 
pushing
 
the
 
Tsek’ehne
 
before
 
them
 
into
 
Native
 
land
 
in
 
what
 
is
 
now
 
British
 
Columbia.
 
Apparently
 
the
 
Cree
 
raided
 
even
 
beyond
 
the
 
Rocky
 
Mountains;
 
remains
 
of
 
their"
